,LICENSENO,LICSTATUS,LICCAT,LICCATDESC,Address_Complete,Location_Complete
725,LB-161361,Active,CV7AL,CV7 All Alc.,Newbury ST Boston MA,"(42.3520749, -71.0733646)"
726,LB-99648,Active,CV7MW,CV7 Malt Wine,Tremont ST Roxbury MA,"(42.3314388, -71.0945931)"
727,LB-99382,Active,CV7AL,CV7 All Alc.,Eighth St Charlestown MA,"(42.374571, -71.052501)"
728,LB-99837,Active,CV7MWL,CV7 Malt Wine Liq.,Thacher Ct Boston MA,"(42.365286, -71.0578524)"
729,LB-99289,Active,CV7AL,CV7 All Alc.,Washington ST Roslindale MA,"(42.279549, -71.135535)"
730,LB-99758,Active,CV7MWL,CV7 Malt Wine Liq.,Bennington ST East Boston MA,"(42.3846896, -71.0125438)"
731,LB-99580,Active,CV7MW,CV7 Malt Wine,Hanover ST Boston MA,"(42.364779, -71.053461)"
732,LB-99390,Active,CV7AL,CV7 All Alc.,Washington ST Brighton MA,"(42.3440542, -71.1426459)"
733,LB-154679,Active,CV7ALN,CV7ALN - Neighborhood Restricted,Centre St West Roxbury MA,"(42.2875094, -71.1524339)"
734,LB-99321,Active,CV7AL,CV7 All Alc.,Portland St Boston MA,"(42.3636494, -71.0610093)"
735,LB-99736,Active,CV7MWL,CV7 Malt Wine Liq.,E Broadway South Boston MA,"(42.3354559, -71.0453377)"
736,LB-98803,Active,CLBAL,Clb. All Alc.,Birch ST Roslindale MA,"(42.2860658, -71.1309436)"
737,LB-99365,Active,CV7AL,CV7 All Alc.,Stuart St Boston MA,"(42.3504953, -71.0686605)"
738,LB-99351,Active,CV7AL,CV7 All Alc.,Fleet ST Boston MA,"(42.2389642, -71.1358766)"
739,LB-98793,Active,CLBAL,Clb. All Alc.,Washington St Brighton MA,"(42.3440542, -71.1426459)"
740,LB-99789,Active,CV7MWL,CV7 Malt Wine Liq.,Bennington ST East Boston MA,"(42.3846896, -71.0125438)"
741,LB-99651,Active,CV7MW,CV7 Malt Wine,Brighton AV Allston MA,"(42.3535351, -71.1363711)"
742,LB-99103,Active,CV7AL,CV7 All Alc.,Huntington AV Boston MA,"(42.3397762, -71.0906494)"
743,LB-99711,Active,CV7MWL,CV7 Malt Wine Liq.,Salem ST Boston MA,"(42.3664741, -71.0546855)"
744,LB-99645,Active,CV7MW,CV7 Malt Wine,Forsyth ST Boston MA,"(42.3384727, -71.0900081)"
745,LB-99866,Active,CV7MWR,CV7 Malt Wine Restrict.,Causeway St Boston MA,"(42.3660018, -71.0602237)"
746,LB-99778,Active,CV7MWL,CV7 Malt Wine Liq.,Hanover ST Boston MA,"(42.364779, -71.053461)"
747,LB-99726,Active,CV7MWL,CV7 Malt Wine Liq.,Salem ST Boston MA,"(42.3664741, -71.0546855)"
748,LB-99599,Active,CV7MW,CV7 Malt Wine,North SQ Boston MA,"(42.3638356, -71.0533980665982)"
749,LB-98924,Active,CV7AL,CV7 All Alc.,Bowdoin ST Boston MA,"(42.3587017, -71.0628791)"
750,LB-98942,Active,CV7AL,CV7 All Alc.,Stanhope ST Boston MA,"(42.3483389, -71.0732835)"
751,LB-99287,Active,CV7AL,CV7 All Alc.,Washington ST Roslindale MA,"(42.279549, -71.135535)"
752,LB-99609,Active,CV7MW,CV7 Malt Wine,Brookline AV Boston MA,"(42.3364702, -71.1097786)"
753,LB-98971,Active,CV7AL,CV7 All Alc.,Cambridge ST Brighton MA,"(42.3490592, -71.1503937)"
754,LB-99739,Active,CV7MWL,CV7 Malt Wine Liq.,Boylston St Boston MA,"(42.3500548, -71.0774775)"
755,LB-99329,Active,CV7AL,CV7 All Alc.,SEAPORT BLVD BOSTON MA,"(42.3520678, -71.0459768)"
756,LB-101661,Active,INNAL,Inn. All Alc.,Congress ST Boston MA,"(42.3525392, -71.0524452)"
757,LB-99295,Active,CV7AL,CV7 All Alc.,Dorchester ST South Boston MA,"(42.301078, -71.0137069)"
758,LB-116108,Active,INNALR,Inn. All Alc. Restrict.,Congress ST Boston MA,"(42.3525392, -71.0524452)"
759,LB-101656,Active,INNAL,Inn. All Alc.,Charles River AV Charlestown MA,"(42.370258, -71.060529)"
760,LB-99546,Active,CV7MW,CV7 Malt Wine,Hanover ST Boston MA,"(42.364779, -71.053461)"
761,LB-99003,Active,CV7AL,CV7 All Alc.,Hanover St Boston MA,"(42.364779, -71.053461)"
762,LB-101639,Active,INNAL,Inn. All Alc.,Stuart ST Boston MA,"(42.3504953, -71.0686605)"
763,LB-99705,Active,CV7MWL,CV7 Malt Wine Liq.,North ST Boston MA,"(42.3625638, -71.0544517)"
764,LB-134980,Active,CV7ALN,CV7ALN - Neighborhood Restricted,Fairmount AV Hyde Park MA,"(42.2525898, -71.1183178)"
765,LB-99811,Active,CV7MWL,CV7 Malt Wine Liq.,Salem St Boston MA,"(42.3664741, -71.0546855)"
766,LB-99824,Active,CV7MWL,CV7 Malt Wine Liq.,Hanover ST Boston MA,"(42.364779, -71.053461)"
767,LB-99803,Active,CV7MWL,CV7 Malt Wine Liq.,Chelsea ST East Boston MA,"(42.4069649, -71.0552746)"
768,LB-99568,Active,CV7MW,CV7 Malt Wine,Saratoga ST East Boston MA,"(42.3865161, -71.0063664)"
769,LB-99737,Active,CV7MWL,CV7 Malt Wine Liq.,Salem ST Boston MA,"(42.3664741, -71.0546855)"
770,LB-99385,Active,CV7AL,CV7 All Alc.,Charles St Boston MA,"(42.3003827, -71.0624746)"
771,LB-99760,Active,CV7MWL,CV7 Malt Wine Liq.,Commercial ST Boston MA,"(42.3635989, -71.0513736)"
772,LB-98961,Active,CV7AL,CV7 All Alc.,Stuart ST Boston MA,"(42.3504953, -71.0686605)"
773,LB-99716,Active,CV7MWL,CV7 Malt Wine Liq.,Chestnut Hill AV Brighton MA,"(42.338352, -71.1528837)"
774,LB-98981,Active,CV7AL,CV7 All Alc.,Massachusetts AV Roxbury MA,"(42.3419059, -71.083554)"
775,LB-99143,Active,CV7AL,CV7 All Alc.,Seaport Blvd Boston MA,"(42.3520678, -71.0459768)"
776,LB-99662,Active,CV7MW,CV7 Malt Wine,Meridian St East Boston MA,"(42.376352, -71.03915)"
777,LB-99775,Active,CV7MWL,CV7 Malt Wine Liq.,Congress ST Boston MA,"(42.3525392, -71.0524452)"
778,LB-99873,Active,CV7MWR,CV7 Malt Wine Restrict.,Centre ST West Roxbury MA,"(42.2875094, -71.1524339)"
779,LB-123817,Active,CV7MWR,CV7 Malt Wine Restrict.,Cambridge St Allston MA,"(42.3753849, -71.113648)"
780,LB-99277,Active,CV7AL,CV7 All Alc.,Tremont ST Boston MA,"(42.3582926, -71.0602525)"
781,LB-138888,Active,CV7MWL,CV7 Malt Wine Liq.,E Broadway South Boston MA,"(42.3354559, -71.0453377)"
782,LB-99234,Active,CV7AL,CV7 All Alc.,Stuart St Boston MA,"(42.3504953, -71.0686605)"
783,LB-99212,Active,CV7AL,CV7 All Alc.,School ST Boston MA,"(42.3603274, -71.1431297)"
784,LB-98878,Active,CV7ALA,CV7 All Alc. Airp.,Logan Airport Terminal C East Boston MA,"(42.3671318, -71.0178616)"
785,LB-99470,Active,CV7ALA,CV7 All Alc. Airp.,Logan Airport Terminal B East Boston MA,"(42.3641511, -71.0194617)"
786,LB-99640,Active,CV7MW,CV7 Malt Wine,Adams ST Dorchester ,"(42.2588941, -71.0430771)"
787,LB-98967,Active,CV7AL,CV7 All Alc.,Cambridge St Charlestown MA,"(42.3736739, -71.1004498)"
788,LB-99520,Active,CV7MW,CV7 Malt Wine,Broad ST Boston MA,"(42.3586486, -71.0543732)"
789,LB-99583,Active,CV7MW,CV7 Malt Wine,Brookline Av Boston MA,"(42.3364702, -71.1097786)"
790,LB-99669,Active,CV7MW,CV7 Malt Wine,Brookline Av Boston MA,"(42.3364702, -71.1097786)"
791,LB-99492,Active,CV7ALR,CV7 All Alc. Restrict.,Dorchester ST South Boston MA,"(42.301078, -71.0137069)"
792,LB-99747,Active,CV7MWL,CV7 Malt Wine Liq.,Dartmouth ST Boston MA,"(42.3516529, -71.0781096)"
793,LB-99454,Active,CV7AL,CV7 All Alc.,Washington St Boston MA,"(42.3440542, -71.1426459)"
794,LB-99496,Active,CV7ALR,CV7 All Alc. Restrict.,Northern Av Boston MA,"(42.3485599, -71.0382116)"
795,LB-99169,Active,CV7AL,CV7 All Alc.,Liberty  Dr Boston MA,"(42.3541653, -71.044996)"
796,LB-98987,Active,CV7AL,CV7 All Alc.,Chelsea ST East Boston MA,"(42.4069649, -71.0552746)"
797,LB-125482,Active,CV7MWR,CV7 Malt Wine Restrict.,Summer ST Boston MA,"(42.3536753, -71.0580245)"
798,LB-99871,Active,CV7MWR,CV7 Malt Wine Restrict.,Union ST Boston MA,"(42.346181, -71.152921)"
799,LB-99392,Active,CV7AL,CV7 All Alc.,Lincoln ST Boston MA,"(42.3573329, -71.1358409)"
800,LB-124318,Active,CV7ALA,CV7 All Alc. Airp.,Logan Airport Terminal B East Boston MA,"(42.3641511, -71.0194617)"
801,LB-99471,Active,CV7ALA,CV7 All Alc. Airp.,Logan Airport Terminal E East Boston MA,"(42.369671, -71.022036)"
802,LB-99376,Active,CV7AL,CV7 All Alc.,Charles ST Boston MA,"(42.3003827, -71.0624746)"
803,LB-99283,Active,CV7AL,CV7 All Alc.,School St Boston MA,"(42.3603274, -71.1431297)"
804,LB-99044,Active,CV7AL,CV7 All Alc.,Harrison Av Roxbury MA,"(42.3279605, -71.0830607)"
805,LB-98901,Active,CV7AL,CV7 All Alc.,Beacon ST Boston Ma,"(42.3553503, -71.0728293)"
806,LB-99619,Active,CV7MW,CV7 Malt Wine,Newbury St Boston MA,"(42.3520749, -71.0733646)"
807,LB-99664,Active,CV7MW,CV7 Malt Wine,Commonwealth AV Boston MA,"(42.3491501, -71.0876189)"
808,LB-135812,Active,CV7MWLN,CV7MWLN - Neighborhood Restricted,Dorchester Av Dorchester MA,"(42.3079919, -71.0583042)"
809,LB-101647,Active,INNAL,Inn. All Alc.,Seaport Ln Boston MA,"(42.3496339, -71.0407042)"
810,LB-135803,Active,CV7ALN,CV7ALN - Neighborhood Restricted,Washington ST Roxbury MA,"(42.331863, -71.1159534)"
811,LB-98940,Active,CV7AL,CV7 All Alc.,Gloucester ST Boston MA,"(42.3487691, -71.0839328)"
812,LB-99749,Active,CV7MWL,CV7 Malt Wine Liq.,Cambridge ST Boston MA,"(42.3609956, -71.0616096)"
813,LB-99704,Active,CV7MWL,CV7 Malt Wine Liq.,Commonwealth Av Allston MA,"(42.3519534, -71.1234233)"
814,LB-99101,Active,CV7AL,CV7 All Alc.,High ST Boston MA,"(42.3566855, -71.0515196)"
815,LB-99620,Active,CV7MW,CV7 Malt Wine,Tyler ST Boston MA,"(42.3504593, -71.0608787)"
816,LB-99539,Active,CV7MW,CV7 Malt Wine,Newbury ST Boston MA,"(42.3520749, -71.0733646)"
817,LB-99344,Active,CV7AL,CV7 All Alc.,E Third St South Boston MA,"(42.336513, -71.034232)"
818,LB-119003,Active,CV7MW,CV7 Malt Wine,Washington St Roslindale MA,"(42.279549, -71.135535)"
819,LB-104346,Active,TAVAL,Tavern Licenses,W Broadway South Boston MA,"(42.3423843, -71.0563744)"
820,LB-99209,Active,CV7AL,CV7 All Alc.,W Broadway South Boston MA,"(42.3423843, -71.0563744)"
821,LB-101620,Active,INNAL,Inn. All Alc.,Dalton ST Boston MA,"(42.3478661, -71.0855635)"
822,LB-99561,Active,CV7MW,CV7 Malt Wine,E Broadway South Boston MA,"(42.3354559, -71.0453377)"
823,LB-98958,Active,CV7AL,CV7 All Alc.,60 Seaport Blvd #315 Boston MA,"(42.3529334, -71.0469809)"
824,LB-101568,Active,GOPAL,GOP All Alc.,Tremont St Boston MA,"(42.3582926, -71.0602525)"
825,LB-99092,Active,CV7AL,CV7 All Alc.,Columbus AV Roxbury MA,"(42.3154539, -71.0981651)"
826,LB-99416,Active,CV7AL,CV7 All Alc.,Bromfield ST Boston MA,"(42.356801, -71.060432)"
827,LB-98956,Active,CV7AL,CV7 All Alc.,Brighton Av Allston MA,"(42.3535351, -71.1363711)"
828,LB-99246,Active,CV7AL,CV7 All Alc.,Bromfield ST Boston MA,"(42.356801, -71.060432)"
829,LB-99113,Active,CV7AL,CV7 All Alc.,Washington ST Jamaica Plain MA,"(42.2996596, -71.1150017)"
830,LB-99368,Active,CV7AL,CV7 All Alc.,Commercial St Boston MA,"(42.3635989, -71.0513736)"
831,LB-98950,Active,CV7AL,CV7 All Alc.,Clarendon ST Boston MA,"(42.3505799, -71.0751622)"
832,LB-99258,Active,CV7AL,CV7 All Alc.,Tremont ST Roxbury MA,"(42.3314388, -71.0945931)"
833,LB-99109,Active,CV7AL,CV7 All Alc.,Congress ST Boston MA,"(42.3525392, -71.0524452)"
834,LB-99160,Active,CV7AL,CV7 All Alc.,Congress ST Boston MA,"(42.3525392, -71.0524452)"
835,LB-99181,Active,CV7AL,CV7 All Alc.,Arlington ST Boston MA,"(42.3491713, -71.0695618)"
836,LB-99832,Active,CV7MWL,CV7 Malt Wine Liq.,Newbury ST Boston MA,"(42.3520749, -71.0733646)"
837,LB-99440,Active,CV7AL,CV7 All Alc.,High ST Boston MA,"(42.3566855, -71.0515196)"
838,LB-99268,Active,CV7AL,CV7 All Alc.,1430 VFW Pkwy West Roxbury MA,"(42.270054, -71.172298)"
839,LB-99335,Active,CV7AL,CV7 All Alc.,Beacon ST Boston MA,"(42.3553503, -71.0728293)"
840,LB-99425,Active,CV7AL,CV7 All Alc.,Warren ST Roxbury MA,"(42.3195576, -71.0815392)"
841,LB-99031,Active,CV7AL,CV7 All Alc.,Adams ST Dorchester MA,"(42.2588941, -71.0430771)"
842,LB-99167,Active,CV7AL,CV7 All Alc.,Newbury ST Boston MA,"(42.3520749, -71.0733646)"
843,LB-99513,Active,CV7MW,CV7 Malt Wine,Centre ST Jamaica Plain MA,"(42.3094665, -71.115559)"
844,LB-99441,Active,CV7AL,CV7 All Alc.,Huntington Av Boston MA,"(42.3397762, -71.0906494)"
845,LB-99639,Active,CV7MW,CV7 Malt Wine,Harvard AV Allston MA,"(42.3502469, -71.1314516)"
846,LB-99874,Active,CV7MWR,CV7 Malt Wine Restrict.,Huntington AV Boston MA,"(42.3397762, -71.0906494)"
847,LB-99636,Active,CV7MW,CV7 Malt Wine,E Broadway South Boston MA,"(42.3354559, -71.0453377)"
848,LB-99500,Active,CV7ALR,CV7 All Alc. Restrict.,Shawmut AV Roxbury MA,"(42.328666, -71.0861827)"
849,LB-99852,Active,CV7MWR,CV7 Malt Wine Restrict.,Kneeland ST Boston MA,"(42.3509207, -71.0626274)"
850,LB-99084,Active,CV7AL,CV7 All Alc.,Hanover ST Boston MA,"(42.364779, -71.053461)"
851,LB-99125,Active,CV7AL,CV7 All Alc.,Bennington St East Boston MA,"(42.3846896, -71.0125438)"
852,LB-98922,Active,CV7MWL,CV7 Malt Wine Liq.,Kneeland ST Boston MA,"(42.3509207, -71.0626274)"
853,LB-99008,Active,CV7AL,CV7 All Alc.,Canal ST Boston MA,"(42.3655034, -71.0611978)"
854,LB-99781,Active,CV7MWL,CV7 Malt Wine Liq.,Spring ST West Roxbury MA,"(42.274035, -71.169522)"
855,LB-139452,Active,CV7ALR,CV7 All Alc. Restrict.,Columbus AV Roxbury MA,"(42.3154539, -71.0981651)"
856,LB-99152,Active,CV7AL,CV7 All Alc.,Mcbride St Jamaica Plain MA,"(42.3059692, -71.1099774)"
857,LB-99083,Active,CV7AL,CV7 All Alc.,Hanover St Boston MA,"(42.364779, -71.053461)"
858,LB-99171,Active,CV7AL,CV7 All Alc.,Dorchester ST South Boston MA,"(42.301078, -71.0137069)"
859,LB-99223,Active,CV7AL,CV7 All Alc.,Washington ST Roxbury MA,"(42.331863, -71.1159534)"
860,LB-99358,Active,CV7AL,CV7 All Alc.,NEWBURY ST Boston MA,"(42.3520749, -71.0733646)"
861,LB-126410,Active,CV7ALA,CV7 All Alc. Airp.,Logan Airport Terminal B East Boston MA,"(42.3641511, -71.0194617)"
862,LB-99071,Active,CV7AL,CV7 All Alc.,W Broadway South Boston MA,"(42.3423843, -71.0563744)"
863,LB-99009,Active,CV7AL,CV7 All Alc.,Tremont St Roxbury MA,"(42.3314388, -71.0945931)"
864,LB-99161,Active,CV7AL,CV7 All Alc.,State ST Boston MA,"(42.3588444, -71.0572152)"
865,LB-99132,Active,CV7AL,CV7 All Alc.,Market ST Brighton MA,"(42.3503824, -71.1527106)"
866,LB-98906,Active,CV7AL,CV7 All Alc.,Temple PL Boston MA,"(42.3551482, -71.0618916)"
867,LB-99637,Active,CV7MW,CV7 Malt Wine,Western AV Allston MA,"(42.3633877, -71.1282912)"
868,LB-99067,Active,CV7AL,CV7 All Alc.,Exeter St Boston MA,"(42.3510642, -71.0802554)"
869,LB-99703,Active,CV7MWL,CV7 Malt Wine Liq.,Hanover ST Boston MA,"(42.364779, -71.053461)"
870,LB-99206,Active,CV7AL,CV7 All Alc.,Park Plaza Boston MA,"(42.35098145, -71.0696041543293)"
871,LB-99451,Active,CV7AL,CV7 All Alc.,Marina Park DR Boston MA,"(42.3526924, -71.0452894)"
872,LB-99240,Active,CV7AL,CV7 All Alc.,Waldemar AV East Boston MA,"(42.393387, -71.008579)"
873,LB-99131,Active,CV7AL,CV7 All Alc.,Main ST Charlestown MA,"(17.1385993, -62.6288555)"
874,LB-99265,Active,CV7AL,CV7 All Alc.,Union ST Charlestown MA,"(42.4045851, -71.0412709)"
875,LB-101567,Active,GOPAL,GOP All Alc.,Canal ST Boston MA,"(42.3655034, -71.0611978)"
876,LB-99744,Active,CV7MWL,CV7 Malt Wine Liq.,Brighton Av Allston MA,"(42.3535351, -71.1363711)"
877,LB-99342,Active,CV7AL,CV7 All Alc.,India St Boston MA,"(42.3578825, -71.0514114)"
878,LB-99377,Active,CV7AL,CV7 All Alc.,Boylston ST Boston MA,"(42.3500548, -71.0774775)"
879,LB-98963,Active,CV7AL,CV7 All Alc.,Boylston St Boston MA,"(42.3500548, -71.0774775)"
880,LB-144133,Active,CV7ALN,CV7ALN - Neighborhood Restricted,Dorchester Av Dorchester MA,"(42.3079919, -71.0583042)"
881,LB-99679,Active,CV7MW,CV7 Malt Wine,Peterborough ST Boston MA,"(42.3436979, -71.0973964)"
882,LB-99310,Active,CV7AL,CV7 All Alc.,Westland AV Boston MA,"(42.3433386, -71.0860414)"
883,LB-99106,Active,CV7AL,CV7 All Alc.,Huntington Av Boston MA,"(42.3397762, -71.0906494)"
884,LB-99523,Active,CV7MW,CV7 Malt Wine,Gainsborough ST Boston MA,"(42.3408979, -71.085662)"
885,LB-99210,Active,CV7AL,CV7 All Alc.,Maverick SQ East Boston MA,"(42.3694004, -71.0392245)"
886,LB-99589,Active,CV7MW,CV7 Malt Wine,Oxford ST Boston MA,"(42.3513708, -71.0603143)"
887,LB-101613,Active,INNAL,Inn. All Alc.,Arlington ST Boston MA,"(42.3491713, -71.0695618)"
888,LB-99652,Active,CV7MW,CV7 Malt Wine,River ST Hyde Park MA,"(42.2423283, -71.1477361)"
889,LB-99249,Active,CV7AL,CV7 All Alc.,Tremont St Boston MA,"(42.3582926, -71.0602525)"
890,LB-99487,Active,CV7ALR,CV7 All Alc. Restrict.,Main ST Charlestown MA,"(17.1385993, -62.6288555)"
891,LB-99159,Active,CV7AL,CV7 All Alc.,Newbury ST Boston MA,"(42.3520749, -71.0733646)"
892,LB-99723,Active,CV7MWL,CV7 Malt Wine Liq.,Brighton AV Allston MA,"(42.3535351, -71.1363711)"
893,LB-99746,Active,CV7MWL,CV7 Malt Wine Liq.,Hanover ST Boston MA,"(42.364779, -71.053461)"
894,LB-99730,Active,CV7MWL,CV7 Malt Wine Liq.,Commonwealth AV Brighton MA,"(42.3399223, -71.1598651)"
895,LB-99624,Active,CV7MW,CV7 Malt Wine,Dorchester Av Dorchester MA,"(42.3079919, -71.0583042)"
896,LB-99634,Active,CV7MW,CV7 Malt Wine,W Broadway South Boston MA,"(42.3423843, -71.0563744)"
897,LB-149873,Active,CV7MWN,CV7MWN - Neighborhood Restricted,Washington ST Roxbury MA,"(42.331863, -71.1159534)"
898,LB-99670,Active,CV7MW,CV7 Malt Wine,Dartmouth St Boston MA,"(42.3516529, -71.0781096)"
899,LB-99676,Active,CV7MW,CV7 Malt Wine,Boylston ST Boston MA,"(42.3500548, -71.0774775)"
900,LB-98812,Active,CV7AL,CV7 All Alc.,South Station Boston Ma,"(42.35184265, -71.0550228973888)"
901,LB-99259,Active,CV7AL,CV7 All Alc.,Beverly St Boston MA,"(42.3648924, -71.0589827)"
902,LB-98955,Active,CV7AL,CV7 All Alc.,Brighton AV Allston MA,"(42.3535351, -71.1363711)"
903,LB-99317,Active,CV7AL,CV7 All Alc.,Congress ST Boston MA,"(42.3525392, -71.0524452)"
904,LB-99134,Active,CV7AL,CV7 All Alc.,South Station Boston MA,"(42.35184265, -71.0550228973888)"
905,LB-99444,Active,CV7AL,CV7 All Alc.,Dorchester Av Dorchester MA,"(42.3079919, -71.0583042)"
906,LB-99224,Active,CV7AL,CV7 All Alc.,Tremont ST Boston MA,"(42.3582926, -71.0602525)"
907,LB-99453,Active,CV7AL,CV7 All Alc.,Dorchester St South Boston MA,"(42.301078, -71.0137069)"
908,LB-99804,Active,CV7MWL,CV7 Malt Wine Liq.,Centre St Jamaica Plain MA,"(42.3094665, -71.115559)"
909,LB-99668,Active,CV7MW,CV7 Malt Wine,Washington ST Roxbury MA,"(42.331863, -71.1159534)"
910,LB-99729,Active,CV7MWL,CV7 Malt Wine Liq.,Salem St Boston MA,"(42.3664741, -71.0546855)"
911,LB-99792,Active,CV7MWL,CV7 Malt Wine Liq.,Porter ST East Boston MA,"(42.3725195, -71.034817)"
912,LB-99228,Active,CV7AL,CV7 All Alc.,Brigham CIR Boston MA,"(42.334321, -71.104356)"
913,LB-99572,Active,CV7MW,CV7 Malt Wine,Newbury ST Boston MA,"(42.3520749, -71.0733646)"
914,LB-99533,Active,CV7MW,CV7 Malt Wine,Beacon St Boston MA,"(42.3553503, -71.0728293)"
915,LB-99567,Active,CV7MW,CV7 Malt Wine,Jersey ST Boston MA,"(42.3454136, -71.0982414)"
916,LB-99201,Active,CV7AL,CV7 All Alc.,Washington ST Boston MA,"(42.3440542, -71.1426459)"
917,LB-99047,Active,CV7AL,CV7 All Alc.,Dorchester AV Dorchester MA,"(42.3079919, -71.0583042)"
918,LB-99493,Active,CV7ALR,CV7 All Alc. Restrict.,Sleeper ST Boston MA,"(42.3532931, -71.0483231)"
919,LB-99238,Active,CV7AL,CV7 All Alc.,Stuart ST Boston MA,"(42.3504953, -71.0686605)"
920,LB-99263,Active,CV7AL,CV7 All Alc.,Union ST Boston MA,"(42.346181, -71.152921)"
921,LB-99038,Active,CV7AL,CV7 All Alc.,Dorchester Av Dorchester MA,"(42.3079919, -71.0583042)"
922,LB-98783,Active,CLBAL,Clb. All Alc.,Danny RD Hyde Park MA,"(42.2405402, -71.1355076)"
923,LB-99058,Active,CV7AL,CV7 All Alc.,E Broadway South Boston MA,"(42.3354559, -71.0453377)"
924,LB-98895,Active,CV7AL,CV7 All Alc.,Atlantic Av Boston MA,"(42.3577383, -71.0512701)"
925,LB-101630,Active,INNAL,Inn. All Alc.,North ST Boston MA,"(42.3625638, -71.0544517)"
926,LB-101663,Active,INNAL,Inn. All Alc.,Merrimac ST Boston MA,"(42.3624242, -71.058525)"
927,LB-98982,Active,CV7AL,CV7 All Alc.,Centre St Jamaica Plain MA,"(42.3094665, -71.115559)"
928,LB-99151,Active,CV7AL,CV7 All Alc.,Hyde Park Av Hyde Park MA,"(42.2438032, -71.129883)"
929,LB-99115,Active,CV7AL,CV7 All Alc.,Yawkey Wy Boston MA,"(42.3344401, -71.0740786962815)"
930,LB-99783,Active,CV7MWL,CV7 Malt Wine Liq.,Tremont ST Roxbury MA,"(42.3314388, -71.0945931)"
931,LB-99142,Active,CV7AL,CV7 All Alc.,Boylston ST Boston MA,"(42.3500548, -71.0774775)"
932,LB-99386,Active,CV7AL,CV7 All Alc.,Boylston ST Boston MA,"(42.3500548, -71.0774775)"
933,LB-99129,Active,CV7AL,CV7 All Alc.,Long Wharf RO Boston MA,"(42.359806, -71.0507011)"
934,LB-99130,Active,CV7AL,CV7 All Alc.,Huntington AV Boston MA,"(42.3397762, -71.0906494)"
935,LB-99256,Active,CV7AL,CV7 All Alc.,Boylston St Boston MA,"(42.3500548, -71.0774775)"
936,LB-98847,Active,CLBMW,Club Malt & Wine,Commonwealth AV Boston MA,"(42.3491501, -71.0876189)"
937,LB-101569,Active,GOPAL,GOP All Alc.,Boylston ST Boston MA,"(42.3500548, -71.0774775)"
938,LB-99097,Active,CV7AL,CV7 All Alc.,Harvard AV Allston MA,"(42.3502469, -71.1314516)"
939,LB-99145,Active,CV7AL,CV7 All Alc.,Massachusetts Av Boston MA,"(42.3490087, -71.0885814)"
940,LB-99298,Active,CV7AL,CV7 All Alc.,W Broadway South Boston MA,"(42.3423843, -71.0563744)"
941,LB-99545,Active,CV7MW,CV7 Malt Wine,Hanover St Boston MA,"(42.364779, -71.053461)"
942,LB-99799,Active,CV7MWL,CV7 Malt Wine Liq.,Northern Av Boston MA,"(42.3485599, -71.0382116)"
943,LB-99450,Active,CV7AL,CV7 All Alc.,Chandler ST Boston MA,"(42.345966, -71.0749417)"
944,LB-99284,Active,CV7AL,CV7 All Alc.,Washington St Jamaica Plain MA,"(42.2996596, -71.1150017)"
945,LB-99339,Active,CV7AL,CV7 All Alc.,Commonwealth AV Boston MA,"(42.3491501, -71.0876189)"
946,LB-99419,Active,CV7AL,CV7 All Alc.,Washington ST Roxbury MA,"(42.331863, -71.1159534)"
947,LB-99325,Active,CV7AL,CV7 All Alc.,Boylston Pl Boston MA,"(42.316157, -71.102592)"
948,LB-99380,Active,CV7AL,CV7 All Alc.,Stanhope St Boston MA,"(42.3483389, -71.0732835)"
949,LB-159601,Active,CV7ALN,CV7ALN - Neighborhood Restricted,Centre ST Jamaica Plain MA,"(42.3094665, -71.115559)"
950,LB-99191,Active,CV7AL,CV7 All Alc.,Washington ST Roxbury MA,"(42.331863, -71.1159534)"
951,LB-98983,Active,CV7AL,CV7 All Alc.,Centre ST Jamaica Plain MA,"(42.3094665, -71.115559)"
952,LB-99540,Active,CV7MW,CV7 Malt Wine,Fenway Boston MA,"(42.343451, -71.0977164)"
953,LB-99555,Active,CV7MWL,CV7 Malt Wine Liq.,Huntington AV Boston MA,"(42.3397762, -71.0906494)"
954,LB-99763,Active,CV7MWL,CV7 Malt Wine Liq.,Tremont ST Roxbury MA,"(42.3314388, -71.0945931)"
955,LB-98913,Active,CV7AL,CV7 All Alc.,State ST Boston MA,"(42.3588444, -71.0572152)"
956,LB-99118,Active,CV7AL,CV7 All Alc.,Lagrange St Boston MA,"(42.35159, -71.063633)"
957,LB-99633,Active,CV7MW,CV7 Malt Wine,Glenville Av Allston MA,"(42.34974, -71.134269)"
958,LB-99186,Active,INNAL,Inn. All Alc.,Washington St Boston MA,"(42.3440542, -71.1426459)"
959,LB-99227,Active,CV7AL,CV7 All Alc.,Milk St Boston MA,"(42.3573374, -71.0549013)"
960,LB-98973,Active,CV7AL,CV7 All Alc.,Canal ST Boston MA,"(42.3655034, -71.0611978)"
961,LB-99275,Active,CV7AL,CV7 All Alc.,Washington ST Brighton MA,"(42.3440542, -71.1426459)"
962,LB-99359,Active,CV7AL,CV7 All Alc.,Causeway ST Boston MA,"(42.3660018, -71.0602237)"
963,LB-99816,Active,CV7MWL,CV7 Malt Wine Liq.,Perkins St Jamaica Plain MA,"(42.321425, -71.113213)"
964,LB-98969,Active,CV7AL,CV7 All Alc.,Cambridge ST Boston MA,"(42.3609956, -71.0616096)"
